sample_id,circuit,fault,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
48,RC,normal,3.1223,2.0220579758046,1.8114887512694506,0.898458102272578,0.0735175879396985,0.09165829145728643,-0.3386957547083419,-1.0742615833194236,52.368421052631575,147405.43251893992,135.42688074739675,242.4084206596685,0.7551754113482367,817.7436915029992,0.005,1.5441199200817184,3.031670270717824
49,RC,normal,3.084793,1.9935609054323662,1.7848970349236941,0.8879344899196789,0.07399497487437187,0.09165829145728643,-0.33194114995229373,-1.0792280586469998,52.368421052631575,143204.05412579235,135.56477216444551,242.4919244668801,0.7582286261606789,794.8570167336632,0.005,1.547378357788856,2.9942798691940973
50,RC,normal,3.066334,1.9796002763605673,1.7718836325756235,0.8827489149115099,0.07399497487437187,0.09165829145728643,-0.32866319668212196,-1.081601989705986,52.368421052631575,141168.9667875542,135.63194358620356,242.53258228588112,0.7597157734720377,783.763450833367,0.005,1.548966241628011,2.975890259701893
51,RC,drift,5.0,4.933870334361722,4.907999962274566,0.5045917623262482,0.003341708542713568,0.005728643216080402,-7.241500852315839,57.3930273133027,52.368421052631575,968635.1225803222,133.44261476571623,251.50973650013069,0.07669669404473003,4868.615295258931,0.005,1.0134032029941527,5.0
52,RC,drift,5.0,4.81339765355529,4.752038419702968,0.7661121516582904,0.010025125628140705,0.017663316582914573,-4.0252016542404,16.921126890754152,52.368421052631575,915016.8402426407,121.54320682600286,236.81348290066245,0.1543383034756113,4633.7593942503145,0.005,1.038767282463538,5.0
53,RC,drift,4.999984,4.689822764282366,4.595587573018584,0.9354209849571737,0.01670854271356784,0.029120603015075377,-2.9678550056919857,8.614094752601726,52.368421052631575,862280.6137952739,118.76207504641549,233.28181657989214,0.21805595304164435,4398.887512076219,0.005,1.0661349588900926,4.999968282777159
54,RC,drift,4.999409,4.562969783925015,4.439124525989142,1.0558724789359635,0.02291457286432161,0.040577889447236185,-2.3830334571423744,5.106384735980708,52.368421052631575,810533.6877435216,118.17454967784445,232.1780997797289,0.27280773359265764,4164.1386498025395,0.005,1.0956480618417692,4.999058339098081
55,RC,drift,4.995619,4.4330321754986,4.28311911715814,1.143094439335756,0.029597989949748743,0.05203517587939699,-1.9960828828004646,3.2126080373914485,52.368421052631575,759940.9223503761,118.54973716823461,232.07353164348572,0.32101463393064344,3930.354853801171,0.005,1.1269079046190598,4.99374232890469
56,RC,drift,4.9843,4.3009336712891075,4.12862157302418,1.2052030333465555,0.035804020100502515,0.06206030150753769,-1.7163722364608702,2.055578588037995,52.368421052631575,710874.1424132986,119.40488762272759,232.4533223469934,0.3639544056771346,3699.6060889656796,0.005,1.1588879022414844,4.979040105673486
57,RC,drift,4.961972,4.168148132653477,3.9770454263625097,1.2476251570049848,0.04153266331658292,0.06969849246231156,-1.5034795639119123,1.2938868877124419,52.368421052631575,663810.1510282847,120.483110575504,233.0632338648157,0.4023790072129554,3474.691771148533,0.005,1.1904500133111076,4.951521943907922
58,RC,drift,4.927212,4.036269992807428,3.829758676179776,1.2745289078963282,0.04678391959798995,0.07542713567839196,-1.335829062185701,0.7661878829106517,52.368421052631575,619173.6518612601,121.63819552939079,233.76553300599838,0.43682167309129843,3258.295090967535,0.005,1.220733996680157,4.910263844913439
59,RC,drift,4.880385,3.906705173553863,3.6878343686918913,1.2892722684396014,0.05108040201005025,0.07972361809045227,-1.2004875385135192,0.38637553775387,52.368421052631575,577252.3985786056,122.78891403891872,234.4857712588148,0.4677281651672968,3052.469062614504,0.005,1.2492329938377196,4.856225996888575
60,RC,drift,4.822922,3.7805442272659175,3.5519843476142943,1.294574002757938,0.05489949748743719,0.08258793969849247,-1.0890858611436738,0.10459964848839798,52.368421052631575,538185.117860124,123.89278433860487,235.18533763508273,0.49549945211836766,2858.502930862731,0.005,1.2757216183892994,4.791345917158196
61,RC,drift,4.756701,3.658552643458142,3.4225938016451947,1.2926171567383957,0.05776381909547739,0.08449748743718594,-0.9959178037121713,-0.10973081549453889,52.368421052631575,501985.99889401515,124.9297864688388,235.84565871177412,0.520500711369517,2677.0014889909116,0.005,1.3001592333256313,4.717869783138802
62,RC,drift,4.683663,3.5412146544820255,3.2997914983305145,1.2851370731030638,0.06015075376884422,0.08592964824120604,-0.9169442902980434,-0.27623719765365573,52.368421052631575,468579.29544513964,125.89273254909455,236.4593959250175,0.5430613366168932,2508.0402458236504,0.005,1.3226148248516951,4.63797113250927
63,RC,drift,4.605597,3.42879194788857,3.183521085703636,1.2735021471461425,0.06253768844221107,0.08688442211055276,-0.849222623016952,-0.40796068364707505,52.368421052631575,437831.1118724889,126.78127131634666,237.02506761462374,0.5634746446647094,2351.3228443810985,0.005,1.3432127320632856,4.5535736075730044
64,RC,drift,4.524057,3.3213797187446903,3.0736013044848702,1.2587844363342997,0.06444723618090453,0.0878391959798995,-0.7905595497106136,-0.513826820816266,52.368421052631575,409574.36500840023,127.598645223751,237.5442716622587,0.5819987309537986,2206.3126472177114,0.005,1.3621017116675413,4.466292859249911
65,RC,drift,4.44034,3.2189541826769954,2.9697723342537743,1.2418205638797468,0.06540201005025126,0.08831658291457287,-0.739288359323834,-0.6001011320791934,52.368421052631575,383626.77869921573,128.34974294966696,238.0200261066411,0.5988590398603111,2072.3332060347448,0.005,1.3794356017541254,4.377441008092221
66,RC,drift,4.3555,3.121409116173289,2.871728912562004,1.2232611835929255,0.06683417085427136,0.08879396984924623,-0.6941211481401421,-0.6712793600321576,52.368421052631575,359802.84408838244,129.04007429829443,238.45595495537555,0.6142515325857534,1948.638974105943,0.005,1.3953633881032719,4.288057649740489
67,RC,drift,4.270378,3.0285842874430293,2.7791442577181145,1.203611224997188,0.0677889447236181,0.0892713567839196,-0.6540483530710512,-0.7306504575265067,52.368421052631575,337921.6253522981,129.67519500092052,238.85575299569567,0.6283461360740981,1834.4645572293603,0.005,1.4100244849402528,4.1989507622168105
68,RC,drift,4.185631,2.9402857916541234,2.691685880630035,1.1832614489706088,0.06874371859296483,0.08974874371859297,-0.6182682693045315,-0.7806620473606523,52.368421052631575,317811.290098618,130.26036037645542,239.22291868230792,0.6412899654113181,1729.056107320623,0.005,1.4235456335165568,4.110736954881828
69,RC,drift,4.101767,2.8563007434766723,2.6090258974784466,1.162513571306666,0.06969849246231156,0.08974874371859297,-0.5861365794008164,-0.8231645789012858,52.368421052631575,299311.53434204136,130.80049647092025,239.56079896905644,0.6532106352349248,1631.6907874370786,0.005,1.4360417086218145,4.02387832603179
70,RC,drift,4.019168,2.7764080259323323,2.5308479803506057,1.1415997664754185,0.07017587939698493,0.09022613065326633,-0.5571301594442408,-0.8595764388434581,52.368421052631575,282274.70784045005,131.29998398643275,239.87229118983305,0.6642188357295021,1541.688305292294,0.005,1.4476143140561417,3.93871338492234
